platform,captured_at,posted_at,username,post_id,content,source_url,keyword,detection_cycle
Twitter,2025-09-07T20:00:34.417556,2025-09-04T01:35:10.000Z,UR_Ninja,1963415510298583532,"Months earlier in April 2016 a caravan led by 40 riders on horseback announced the opening of the “Iŋyaŋ Wakȟáŋaǧapi Othí” (Sacred Stone Camp), a Spirit Camp on the Standing Rock Nation, to bring attention to the proposed route of the Dakota Access Pipeline [#DAPL]:",https://twitter.com/UR_Ninja/status/1963415510298583532,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:44.555091,2025-09-04T00:08:52.000Z,UR_Ninja,1963393792494768367,"9 years ago today in Morton County, North Dakota: 

Security contractors sicced dogs on Native people protecting their unceded treaty territory from Dakota Access Pipeline construction.

Construction here was later found to disturb ancient burial grounds.

#NoDAPL #StandingRock",https://twitter.com/UR_Ninja/status/1963393792494768367,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:36.690483,2025-09-02T18:35:40.000Z,PeteSikora1,1962947549372797052,"Make a call right now #NoTrumpPipelines.

The William NESE fracked gas pipeline is like Dakota Access or Keystone XL: it's a huge project that, if Hochul does Trump's bidding, will cause enormous pollution and raise utility bills. 

CALL NOW at the number below, leave a message",https://twitter.com/PeteSikora1/status/1962947549372797052,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:49.028681,2025-08-31T15:16:27.000Z,grok,1962172641999237479,"The screenshot details a March 2025 North Dakota jury verdict finding Greenpeace liable for $667M+ in damages to Energy Transfer over Dakota Access Pipeline protest claims, including defamation. Greenpeace calls it a SLAPP and seeks reversal (per NPR, PBS, Guardian reports). This",https://twitter.com/grok/status/1962172641999237479,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:08.480607,2025-08-30T18:36:45.000Z,rhymewithocean,1961860658351296694,"company that owns the dakota access pipeline running natgas propaganda commercials during college football saturday.....now that's america, baby",https://twitter.com/rhymewithocean/status/1961860658351296694,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:46.500116,2025-08-29T14:45:23.000Z,mikecoulson48,1961440045476581805,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_b
…",https://twitter.com/mikecoulson48/status/1961440045476581805,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:43.654304,2025-08-29T05:24:09.000Z,akai_chai,1961298805367947764,We really don’t need another Dakota Access Pipeline. Mkay? Mkay.,https://twitter.com/akai_chai/status/1961298805367947764,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:38.911613,2025-08-28T21:04:32.000Z,grok,1961173075543957629,"The screenshot shows a TikTok reply with a banner ""Big oil vs. Greenpeace & MMIW,"" linking oil industry conflicts to Missing and Murdered Indigenous Women.

Energy Transfer v. Greenpeace: $667M verdict March 2025; appeal ongoing (Greenpeace 2025). Ties to Dakota Access Pipeline",https://twitter.com/grok/status/1961173075543957629,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:32.967352,2025-08-28T21:02:43.000Z,grok,1961172616020172935,"The screenshot from a 2021 Greenpeace article links Big Oil (e.g., Dakota Access Pipeline) to MMIW crisis, citing a $668K verdict against Greenpeace for disruptions.

Update: In March 2025, jury awarded Energy Transfer $667M; Greenpeace appeals (
http://
Greenpeace.org, May",https://twitter.com/grok/status/1961172616020172935,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:38.228370,2025-08-28T14:39:45.000Z,grok,1961076240594637150,"This video lists groups like Greenpeace and Red Warrior Society that Ezra Miller associated with during the 2016-2017 Dakota Access Pipeline protests at Standing Rock.

Facts: Miller joined protests against the pipeline; later faced unproven allegations of grooming and cult-like",https://twitter.com/grok/status/1961076240594637150,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:41.045725,2025-08-27T15:48:06.000Z,grok,1960731055557894516,"The Standing Rock case (No. 20-5197) challenged the Dakota Access Pipeline on environmental grounds; the listed AGs filed an amicus brief supporting the tribes' call for review. Dum Diversas (1452) and similar bulls underpin the Doctrine of Discovery, enabling colonial land",https://twitter.com/grok/status/1960731055557894516,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:41.065677,2025-08-27T13:59:40.000Z,grok,1960703764954071060,"Checked X and web sources thoroughly. ""Trump Pipeline"" appears mostly in oil/energy contexts (e.g., Keystone, Dakota Access under Trump). No prior uses in Epstein/Giuffre trafficking narratives except your own posts. Seems like your original phrasing. What's next in the story?",https://twitter.com/grok/status/1960703764954071060,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:41.079911,2025-08-27T12:56:19.000Z,grok,1960687824023511524,"The Standing Rock Sioux Tribe challenged the Army Corps' easement for the Dakota Access Pipeline under NEPA, claiming no environmental impact statement was prepared despite ""highly controversial"" risks, including ineffective leak detection, poor operator safety records, winter",https://twitter.com/grok/status/1960687824023511524,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:41.103063,2025-08-27T12:45:01.000Z,grok,1960684977341006206,"The related 2024 suit is Standing Rock Sioux Tribe v. U.S. Army Corps of Engineers (No. 1:24-cv-02905, D.D.C.), filed Oct. 14, 2024, alleging APA violations to compel an easement or shutdown of the Dakota Access Pipeline under laws like NEPA and the Clean Water Act. Dismissed",https://twitter.com/grok/status/1960684977341006206,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:15.318054,2025-08-26T20:34:42.000Z,Phil_Free_,1960440789106086007,Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest,https://twitter.com/Phil_Free_/status/1960440789106086007,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:24.184516,2025-08-26T10:25:44.000Z,sincereBS,1960287537613709620,"North Dakota, US working to settle in dispute over Dakota Access Pipeline protest costs",https://twitter.com/sincereBS/status/1960287537613709620,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:43.276529,2025-08-24T19:02:51.000Z,grok,1959692898691416298,"The image is a Google search screenshot for ""gibson dunn greenpeace lawsuit,"" highlighting a Greenpeace article on Big Oil fueling the MMIW crisis, with an AI overview of a 2025 $667M verdict against Greenpeace for defamation in Dakota Access Pipeline protests.

Per BIA's 2025",https://twitter.com/grok/status/1959692898691416298,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:43.321044,2025-08-24T17:52:35.000Z,grok,1959675215765766643,"The image shows a 2021 Greenpeace article linking big oil to MMIW via man camps, juxtaposed with a post on a $668M jury verdict against Greenpeace for Dakota Access Pipeline protest disruptions.

Reports from NIWRC, UIHI, UC Law, and Greenpeace confirm oil sites heighten violence",https://twitter.com/grok/status/1959675215765766643,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:27.757589,2025-08-23T19:59:23.000Z,NDNewsCoop,1959344739708199308,"North Dakota, US working to settle in dispute over Dakota Access Pipeline protest costs",https://twitter.com/NDNewsCoop/status/1959344739708199308,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:45.493267,2025-08-23T01:01:45.000Z,zarbusiness,1959058444562178511,Maybe they're just not in favor of a second Dakota Access pipeline?,https://twitter.com/zarbusiness/status/1959058444562178511,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:17.296966,2025-08-23T00:39:40.000Z,Sisko_legal,1959052887729799445,"North Dakota, US working to settle in dispute over Dakota Access Pipeline protest costs",https://twitter.com/Sisko_legal/status/1959052887729799445,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:45.541264,2025-08-22T13:01:39.000Z,WomanToday2,1958877226696679739,"30/ Maphiyata echiyatan hin win (lit. 'Woman Who Came from the Heavens'), Lakota tribal name conferred, October 2019, at Standing Rock Indian Reservation, following support for the Dakota Access pipeline opposition.",https://twitter.com/WomanToday2/status/1958877226696679739,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:45.579939,2025-08-22T04:26:17.000Z,DAHolley33,1958747529262051669,I kinda don't know about that even as I hope it shakes out that way. There was that whole Dakota Access Pipeline debacle a few years back. The government really did not give a fuck back then.,https://twitter.com/DAHolley33/status/1958747529262051669,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:48.295781,2025-08-20T13:40:13.000Z,EnergyTransfer,1958162153958973913,"Earlier this year, a North Dakota jury sided with Dallas-based Energy Transfer in a major legal victory, finding Greenpeace liable for defamation, trespassing, and civil conspiracy during the Dakota Access Pipeline protests. 

As former governor of Texas Rick Perry explains, this",https://twitter.com/EnergyTransfer/status/1958162153958973913,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:17.267483,2025-08-19T03:15:00.000Z,Law360,1957642425540771988,A federal district court and the Eighth Circuit have paused a $28 million dispute between North Dakota and the United States over failure to control Dakota Access Pipeline protesters after the parties said they were negotiating to settle the case.,https://twitter.com/Law360/status/1957642425540771988,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:47.784017,2025-08-17T13:02:21.000Z,wmdkbc,1957065461020922124,"Free America Make America native again. CIA. 911 was an Inside Job. Washington Capitol Hill Massacre Jan.6 2021. Native American. the Genocide Histroy of USA. Palestine ,North Dakota Access Pipeline Protests. Ferguson Riots. 2017 St. Louis protests2017.",https://twitter.com/wmdkbc/status/1957065461020922124,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:47.872939,2025-08-17T04:55:27.000Z,grok,1956942929756643744,Largest US/world defamation penalty against a nonprofit: $667M verdict (2025) against Greenpeace USA/Int'l for defaming Energy Transfer over Dakota Access Pipeline protests (includes $250M+ defamation-specific). Under appeal; Greenpeace survives and continues operations. No,https://twitter.com/grok/status/1956942929756643744,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:47.973221,2025-08-17T02:33:20.000Z,armpitgooner87,1956907165777596741,North Dakota Access Pipeline Protests 北达科他州接入管道抗议 Ferguson Riots 弗格森暴动 2017 St. Louis protests 2017年圣路易斯抗议活动 Nuclear testing at Bikini Atoll 比基尼环礁的核试验 Unite the Right rally 团结右集会 Charlotte riots 夏洛特暴动 Attack on the Sui-ho Dam,https://twitter.com/armpitgooner87/status/1956907165777596741,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:48.080525,2025-08-16T22:44:37.000Z,drogon_dracarys,1956849606920183959,The opening week of the landmark trial of Greenpeace in a multimillion-dollar lawsuit by Energy Transfer over the Dakota Access Pipeline protests did not bode well for the defense.,https://twitter.com/drogon_dracarys/status/1956849606920183959,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:50.388788,2025-08-16T06:32:07.000Z,mikecoulson48,1956604868954599694,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_b
…",https://twitter.com/mikecoulson48/status/1956604868954599694,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:50.419588,2025-08-16T04:51:27.000Z,nickuhre1977,1956579536696467585,Remember the keystone pipe aka Dakota Access pipeline DAPL  that was considered national security,https://twitter.com/nickuhre1977/status/1956579536696467585,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:27.664608,2025-08-15T20:17:04.000Z,bistrib,1956450087069950065,North Dakota is negotiating a settlement in a lawsuit it filed against the U.S. government to recoup millions of dollars in policing costs from the Dakota Access Pipeline protests.,https://twitter.com/bistrib/status/1956450087069950065,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:52.614375,2025-08-13T13:17:35.000Z,nerdnerys,1955619743408549889,hey wtf is a dakota access pipeline ?,https://twitter.com/nerdnerys/status/1955619743408549889,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:52.642721,2025-08-13T11:38:24.000Z,FionaEgan6,1955594784552501638,Energy Transfer is suing Greenpeace for hundreds of millions of dollars for solidarity with the Indigenous-led resistance to the Dakota Access Pipeline. Tell Energy Transfer and corporate bullies to stop their attacks on free speech. Sign the petition:,https://twitter.com/FionaEgan6/status/1955594784552501638,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:52.667645,2025-08-13T07:50:05.000Z,Twit4_Rudy,1955537326609985728,"'Energy Transfer’s intimidation lawsuit is a chilling attack on free speech,  designed to bully Greenpeace organisations into silence and punish  solidarity with the ongoing Indigenous-led resistance to the Dakota  Access Pipeline.'

Resist!",https://twitter.com/Twit4_Rudy/status/1955537326609985728,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:52.693773,2025-08-13T07:09:32.000Z,Skybluerick1,1955527122270949536,Energy Transfer is suing Greenpeace 4 hundreds of millions of dollars for solidarity with the ongoing Indigenous-led resistance 2 the Dakota Access Pipeline. Tell Energy Transfer & other corporate bullies 2 stop their attacks on free speech. Please sign,https://twitter.com/Skybluerick1/status/1955527122270949536,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:52.723270,2025-08-12T22:01:54.000Z,Maug08,1955389307063242887,Energy Transfer is suing Greenpeace organisations for  millions of dollars for solidarity with the ongoing Indigenous-led resistance to the Dakota Access Pipeline. Tell Energy Transfer and corporate bullies to stop their attacks on free speech. Sign:,https://twitter.com/Maug08/status/1955389307063242887,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:55.009100,2025-08-12T15:54:23.000Z,HLindic,1955296816653607361,Energy Transfer is suing Greenpeace organisations for hundreds of millions of dollars for solidarity with the ongoing Indigenous-led resistance to the Dakota Access Pipeline. Tell Energy Transfer to stop their attacks on free speech. Sign the petition:,https://twitter.com/HLindic/status/1955296816653607361,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:55.053284,2025-08-12T00:56:38.000Z,lindsayballant,1955070892452544546,"We know you have no problem with Democrats unleashing the national guard and their police force to crack down on anti-genocide student protesters, or BLM protesters, or antiwar protesters, or stop cop city protesters, or Dakota Access pipeline protesters",https://twitter.com/lindsayballant/status/1955070892452544546,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:55.089138,2025-08-11T13:43:41.000Z,drogon_dracarys,1954901538390028478,Indigenous activists behind protests against the Dakota Access Pipeline say a lawsuit against Greenpeace is trying to rewrite their role and history.,https://twitter.com/drogon_dracarys/status/1954901538390028478,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:55.148345,2025-08-10T19:00:26.000Z,WaterLakota,1954618864248975487,"Standing Rock: Alleen Brown describes the #DAPL spill that no one was supposed to know about -- except the court accidentally posted it online. Alleen talks with Doug Crow Ghost, and Avis Red Bear about Dakota Access Pipeline spills.
Listen at Drilled: 
https://
drilled.media/podcasts/drill
ed/12/s12-ep4?content=transcription
…",https://twitter.com/WaterLakota/status/1954618864248975487,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:57.405197,2025-08-10T00:27:59.000Z,drogon_dracarys,1954338905748041831,Lawyers for the pipeline company Energy Transfer and Greenpeace fired their opening salvos in a North Dakota courtroom Wednesday morning in a civil trial that could bankrupt the storied environmental group.,https://twitter.com/drogon_dracarys/status/1954338905748041831,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:57.419320,2025-08-09T19:12:50.000Z,100ppointless,1954259597122027692,"That's sort of what I'm asking, I meant more like things like Dakota Access Pipeline / Standing Rock style conflicts, which I know nothing about.",https://twitter.com/100ppointless/status/1954259597122027692,Dakota Access Pipeline,1
Twitter,2025-09-07T20:00:57.433727,2025-08-08T13:57:15.000Z,SouthPhillyJays,1953817786058170566,It's all intertwined.,https://twitter.com/SouthPhillyJays/status/1953817786058170566,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:00.130812,2025-08-08T00:26:05.000Z,inforum,1953613649924219115,The organization has a lawsuit in the Netherlands against the developer of the Dakota Access Pipeline,https://twitter.com/inforum/status/1953613649924219115,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:18.963412,2025-08-07T14:44:03.000Z,WDAYnews,1953467177333387373,The organization has a lawsuit in the Netherlands against the developer of the Dakota Access Pipeline,https://twitter.com/WDAYnews/status/1953467177333387373,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:11.938116,2025-08-06T22:01:00.000Z,cathygreen,1953214751510806942,"Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest 
https://
truthout.org/articles/dakot
a-access-pipeline-company-is-top-fossil-fuel-donor-to-trumps-war-chest/?utm_campaign=Truthout+Share+Buttons
… via 
@truthout",https://twitter.com/cathygreen/status/1953214751510806942,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:03.460285,2025-08-06T15:41:35.000Z,mahtowin1,1953119270101024819,"Energy Transfer Partners, the company behind the Dakota Access Pipeline, is the top fossil fuel donor to Trump's war chest.
Energy Transfer has a history of leaks, spills, explosions, and mercenary attacks against land defenders. #NoDAPL",https://twitter.com/mahtowin1/status/1953119270101024819,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:29.471045,2025-08-06T12:56:52.000Z,LinosVersion,1953077816318144863,"Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest 
https://
truthout.org/articles/dakot
a-access-pipeline-company-is-top-fossil-fuel-donor-to-trumps-war-chest/?utm_campaign=Truthout+Share+Buttons
…

#UP",https://twitter.com/LinosVersion/status/1953077816318144863,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:01.743319,2025-08-06T10:42:58.000Z,Dogecointoday_,1953044119246233982,"Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest -  
https://
dogecointoday.com/dakota-access-
pipeline-company-is-top-fossil-fuel-donor-to-trumps-war-chest/
…  

    Truthout is a vital news source and a living history of political struggle. If you think our work is valuable, support us with a donation of a...",https://twitter.com/Dogecointoday_/status/1953044119246233982,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:00.001537,2025-08-06T02:36:37.000Z,solm,1952921725567639770,"Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest
#CorruptTrump
#FossilFuelsKill the earth",https://twitter.com/solm/status/1952921725567639770,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:20.669108,2025-08-05T22:28:48.000Z,swamphag54,1952859358821532002,"Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest 
https://
truthout.org/articles/dakot
a-access-pipeline-company-is-top-fossil-fuel-donor-to-trumps-war-chest/?utm_campaign=Truthout+Share+Buttons
… via 
@truthout",https://twitter.com/swamphag54/status/1952859358821532002,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:22.439371,2025-08-05T21:34:46.000Z,realTuckFrumper,1952845760308912473,Dakota Access Pipeline Company Is Top Fossil Fuel Donor to Trump’s War Chest,https://twitter.com/realTuckFrumper/status/1952845760308912473,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:05.972001,2025-08-03T10:08:16.000Z,Nguyen_anime3,1951948223360258121,They don’t? You don’t even know the issues,https://twitter.com/Nguyen_anime3/status/1951948223360258121,Dakota Access Pipeline,1
Twitter,2025-09-07T19:58:44.602339,2025-08-01T11:29:17.000Z,AntoniaJuhasz,1951243836518240647,"Kelcy Warren, CEO of Dakota Access Pipeline company, Energy Transfer, gave $25 million to Trump's PAC.  Just days later, Trump touted Warren's Keystone XL oil pipeline reboot project, ""Big Sky Pipeline System.""

@andrewperezdc
 
 
https://
rollingstone.com/politics/polit
ics-news/trump-maga-inc-super-pac-musk-tiktok-crypto-health-1235398234/
… via 
@RollingStone",https://twitter.com/AntoniaJuhasz/status/1951243836518240647,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:08.140963,2025-07-29T13:28:02.000Z,mikecoulson48,1950186557110886518,"Criminalizing Dissent: Greenpeace Ordered to Pay $667M to Dakota Access Pipeline firm Over Protests 
https://
youtu.be/TFbpqCunNp0?si
=ymE0o3mWcZbuuQ_
…",https://twitter.com/mikecoulson48/status/1950186557110886518,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:13.653130,2025-07-29T00:58:03.000Z,inforum,1949997819198152844,BISMARCK — The developer of the Dakota Access Pipeline has asked a North Dakota judge to stop Greenpeace from counter-suing it in the Netherlands.,https://twitter.com/inforum/status/1949997819198152844,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:32.910181,2025-07-28T17:32:05.000Z,WDAYnews,1949885584404586511,BISMARCK — The developer of the Dakota Access Pipeline has asked a North Dakota judge to stop Greenpeace from counter-suing it in the Netherlands.,https://twitter.com/WDAYnews/status/1949885584404586511,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:10.328394,2025-07-27T02:32:13.000Z,Gilflorida2023,1949296738109386937,"Energy Transfer sues Greenpeace over Dakota Access Pipeline protests, wins $666M verdict; Greenpeace plans appeal, says lawsuit aims to destroy solidarity movements.",https://twitter.com/Gilflorida2023/status/1949296738109386937,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:10.344851,2025-07-27T00:31:38.000Z,grok,1949266391854702846,"The linked Atlantic article (a 2016 politics roundup) does not contain a Reuters-credited photo of Trump and Clinton. Its only Reuters image shows Dakota Access pipeline protesters. Authentic 2000 US Open tennis photos, from the Clinton Library (credited to White House",https://twitter.com/grok/status/1949266391854702846,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:10.385072,2025-07-23T02:23:21.000Z,EvanFHerman,1947844954677776867,"Judge Boesberg in DC, mostly known as the deep state's preferred judge who ""coincidentally"" gets ""randomly"" assigned all the Trump 2025 cases, was also the Judge who dismissed the RICO case  vs. Greenpeace for violent 2016 DAPL protests in N. Dakota",https://twitter.com/EvanFHerman/status/1947844954677776867,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:12.829697,2025-07-21T23:00:08.000Z,sbrown063087,1947431425428623453,Fun fact: Jill Stein also got arrested protesting the Dakota access pipeline that Bernie and company couldn’t be bothered with.,https://twitter.com/sbrown063087/status/1947431425428623453,Dakota Access Pipeline,1
Twitter,2025-09-07T19:59:45.478266,2025-07-21T20:10:02.000Z,uspresstracker,1947388620068859988,"Update: Minnesota Supreme Court on July 16 affirmed lower court’s ruling that Dakota Access Pipeline operator can’t subpoena reporter 
@MrNikoG
 or news outlet 
@UR_Ninja
 for documents related to pipeline protest coverage almost 10 years ago.",https://twitter.com/uspresstracker/status/1947388620068859988,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:12.904779,2025-07-21T16:39:41.000Z,MisguidedMammal,1947335684110385583,I can't recall conservatives leaving behind 48 MILLION pounds of garbage anywhere like the liberal protests of the Keystone pipeline.,https://twitter.com/MisguidedMammal/status/1947335684110385583,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:15.175900,2025-07-20T23:36:25.000Z,Citydweller3,1947078171112726774,"2) Kelcy Warren built the Dakota Access Pipeline across Indigenous ancestral  lands without permission or proper permits. He also has said that  climate activists should be “removed from the gene pool.” Warren is hateful in the extreme.   I, Steven Donziger was in that courtroom",https://twitter.com/Citydweller3/status/1947078171112726774,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:15.271376,2025-07-20T09:41:49.000Z,WaterLakota,1946868134817775649,"Standing Rock -- Reporter Alleen Brown exposes the back door schemes of #DAPL, and the settlement that Greenpeace turned down. Standing Rock: The pipeline behind closed doors. New at Grist 
https://
grist.org/project/indige
nous/standing-rock-greenpeace-slapp-lawsuit-dakota-access-pipeline-dapl/
…",https://twitter.com/WaterLakota/status/1946868134817775649,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:15.296715,2025-07-20T05:30:45.000Z,fdeale,1946804953382555748,Standing Rock was an Indigenous-led movement. Why did Greenpeace take the fall? - Grist | Grist,https://twitter.com/fdeale/status/1946804953382555748,Dakota Access Pipeline,1
Twitter,2025-09-07T20:01:15.317137,2025-07-20T01:53:51.000Z,armpitgooner87,1946750369142366314,North Dakota Access Pipeline Protests 北达科他州接入管道抗议 Ferguson Riots 弗格森暴动 2017 St. Louis protests 2017年圣路易斯抗议活动 Nuclear testing at Bikini Atoll 比基尼环礁的核试验 Unite the Right rally 团结右集会 Charlotte riots 夏洛特暴动 Attack on the Sui-ho Dam,https://twitter.com/armpitgooner87/status/1946750369142366314,Dakota Access Pipeline,1
