platform,captured_at,posted_at,username,post_id,content,source_url,keyword,detection_cycle
Twitter,2025-09-07T20:04:19.264947,2023-03-01T17:23:02.000Z,LenaMDC,1630981985307852803,".
@JoeBiden
 is facing a legacy moment: in the next week, he'll decide whether to approve or deny 
@conocophillips
's massive Willow Project. He MUST deny it. Aon why:",https://twitter.com/LenaMDC/status/1630981985307852803,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:00.844585,2023-02-27T22:09:00.000Z,Earthjustice,1630329175876816899,"We agree, 
@POTUS
. A lot has been done, but there is so much more to do. Like stopping the Willow Project, a disastrous Western Arctic drilling plan that would emit an estimated 280 million metric tons of greenhouse gases over the next 30 years. #StopWillow",https://twitter.com/Earthjustice/status/1630329175876816899,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:03:35.140966,2023-02-11T19:32:00.000Z,Earthjustice,1624491459872190471,"Last year, the Peregrine oil project was put on pause. But there's no rest when it comes to fighting fossil fuels. Now, the Willow Project, the largest proposed oil project anywhere in the U.S., is sitting on the verge of approval.


@SecDebHaaland
, say no to Willow.",https://twitter.com/Earthjustice/status/1624491459872190471,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:03:38.695940,2023-02-01T21:05:47.000Z,Earthjustice,1620891185337499648,"This is the largest proposed oil and gas undertaking on U.S. public lands. Over its lifetime, Willow will accelerate the climate crisis by emitting more than 280 million metric tons of greenhouse gases over the next 30 years. 


@POTUS
, say no to Willow.",https://twitter.com/Earthjustice/status/1620891185337499648,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:03:28.292875,2022-11-30T18:11:35.000Z,JoJoFromJerz,1598016910867562496,"You guys - the Willow Project is taking a torch to the planet.
But President Biden has the power to reject this permit with the stroke of a pen!
Please sign the petition calling on the President to act before it’s too late.

http://
actl.ink/willow",https://twitter.com/JoJoFromJerz/status/1598016910867562496,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:03:24.160479,2022-10-26T18:01:46.000Z,CAPenergypolicy,1585330864187404288,"ConcoPhillips' Willow Project is a climate disaster in waiting. If approved, the project will produce the same annual emissions as 1/3rd of all U.S. coal plants. 
@POTUS
 #StopWillow 
https://
americanprogress.org/article/4-reas
ons-the-willow-oil-project-is-unfit-for-approval/
…",https://twitter.com/CAPenergypolicy/status/1585330864187404288,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:15.716385,2021-10-19T00:00:00.000Z,Earthjustice,1450250342155767809,"Over its lifetime, the Willow Project would have accelerated the climate crisis by releasing enough greenhouse gas emissions to equal that of 66 coal-fired power plants.",https://twitter.com/Earthjustice/status/1450250342155767809,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:13.816143,2021-08-29T00:00:01.000Z,Earthjustice,1431768564344688641,Victory! A court has sent the disastrous Willow Project back to the drawing board. The Trump-era oil drilling project would unleash a climate bomb on the Western Arctic and beyond. Tell Biden to shut this project down for good.,https://twitter.com/Earthjustice/status/1431768564344688641,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:13.890780,2021-08-23T02:00:05.000Z,foe_us,1429624454703894528,"HUGE WIN! A federal judge has blocked permits for the Willow Project – ConocoPhillips’ oil & gas development in Alaska that would’ve produced 160,000+ barrels of oil a day!

This is a big win for climate, Arctic Indigenous communities, & polar bears!",https://twitter.com/foe_us/status/1429624454703894528,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:10.984864,2021-08-21T20:00:08.000Z,foe_us,1429171479342690309,"HUGE WIN! A federal judge has blocked permits for the Willow Project – ConocoPhillips’ oil & gas development in Alaska that would’ve produced 160,000+ barrels of oil a day!

This is a big win for climate, Arctic Indigenous communities, & polar bears!",https://twitter.com/foe_us/status/1429171479342690309,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:03:38.759040,2021-08-19T17:55:52.000Z,nowthisimpact,1428415433028378638,"On Wednesday, U.S. District Judge Sharon Gleason rejected the permits for ConocoPhillips’s Willow oil drilling project in Alaska. The project was expected to produce 100,000 barrels of oil daily for 30 years.",https://twitter.com/nowthisimpact/status/1428415433028378638,ConcoPhillips Willow Project,1
Twitter,2025-09-07T20:04:17.484440,2021-08-19T14:59:32.000Z,foe_us,1428371055714910211,"HUGE WIN! A federal judge just threw out permits for the Willow Project – ConocoPhillips’ oil & gas development in Alaska that would’ve produced 160,000+ barrels of oil a day!

This is a big win for climate, Arctic Indigenous communities, & polar bears!",https://twitter.com/foe_us/status/1428371055714910211,ConcoPhillips Willow Project,1
